Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S0774,15,74,39,65,9.3,1
S0775,16,80,66,67,8.8,1
S0776,21,10,10,10,1.0,0
S0777,18,10,16,10,2.0,0
S0778,16,28,21,22,2.6,0
S0779,15,52,29,47,5.7,1
S0780,17,52,32,39,5.1,1
S0781,18,32,17,14,2.8,0
S0782,16,49,38,53,6.9,1
S0783,15,71,69,52,7.8,1
S0784,17,42,40,40,4.7,1
S0785,16,46,53,32,1.6,1
S0786,19,10,10,10,0.6,0
S0787,18,70,59,51,7.5,1
S0788,17,43,57,44,7.1,1
S0789,19,30,12,13,2.1,0
S0790,15,10,10,10,1.1,0
S0791,16,11,19,25,0.7,0
S0792,16,56,58,57,9.1,1
S0793,22,43,50,41,5.8,1
S0794,22,46,30,46,4.2,1
S0795,18,82,87,84,10.0,1
S0796,21,67,60,66,9.0,1
S0797,17,29,23,17,3.7,0
S0798,18,23,20,35,4.5,0
S0799,22,51,29,42,5.7,1
S0800,17,16,43,42,3.4,0
S0801,17,45,55,49,6.7,1
S0802,16,20,29,24,2.2,0
S0803,21,79,70,57,9.6,1
S0804,19,24,44,23,1.9,0
S0805,19,32,37,39,6.3,0
S0806,16,44,29,35,7.0,0
S0807,20,18,13,15,2.2,0
S0808,21,68,53,72,7.8,1
S0809,18,87,96,78,7.7,1
S0810,22,56,52,72,7.0,1
S0811,21,49,25,33,7.3,0
S0812,15,29,52,30,5.4,0
S0813,21,85,83,64,9.8,1
S0814,18,25,24,13,3.3,0
S0815,21,36,48,36,3.3,1
S0816,22,10,10,10,1.4,0
S0817,17,35,13,37,4.2,0
S0818,18,79,64,65,8.9,1
S0819,17,62,49,61,7.3,1
S0820,21,69,74,77,7.4,1
S0821,15,65,66,66,7.8,1
S0822,17,10,10,28,2.2,0
S0823,22,52,35,35,3.2,1
S0824,19,10,10,10,0.6,0
S0825,22,10,10,15,2.8,0
S0826,15,10,10,10,2.8,0
S0827,15,32,29,30,2.3,0
S0828,19,36,38,33,3.6,0
S0829,19,34,44,39,6.3,0
S0830,22,58,55,49,7.6,1
S0831,21,49,71,66,8.3,1
S0832,16,63,37,50,7.1,1
S0833,15,10,22,12,1.5,0
S0834,19,37,28,36,4.6,0
S0835,17,33,15,32,6.3,0
S0836,18,56,66,56,7.2,1
S0837,16,72,57,61,7.5,1
S0838,20,44,45,49,5.8,1
S0839,16,20,32,19,3.4,0
S0840,20,10,13,10,4.3,0
S0841,20,60,62,59,9.3,1
S0842,17,54,50,70,6.5,1
S0843,21,85,67,76,9.3,1
S0844,15,10,20,10,2.5,0
S0845,17,60,41,45,3.2,1
S0846,21,43,26,46,2.3,0
S0847,15,53,30,53,3.1,1
S0848,19,25,23,10,2.6,0
S0849,16,51,41,48,4.7,1
S0850,22,38,50,51,7.5,1
S0851,17,33,32,28,2.4,0
S0852,19,56,72,69,9.4,1
S0853,15,10,30,18,1.5,0
S0854,18,38,26,38,3.5,0
S0855,16,33,39,26,3.1,0
S0856,16,23,24,25,2.5,0
S0857,19,57,58,45,6.0,1
S0858,15,10,10,10,1.7,0
S0859,21,12,17,20,4.2,0
S0860,22,56,38,32,6.4,1
S0861,16,64,82,82,9.7,1
S0862,22,20,10,10,1.4,0
S0863,18,21,19,27,1.9,0
S0864,20,63,77,70,8.0,1
S0865,20,39,36,51,5.0,1
S0866,16,31,30,33,4.4,0
S0867,19,41,26,29,5.6,0
S0868,22,36,10,16,4.1,0
S0869,21,48,42,46,5.9,1
S0870,22,10,15,12,1.6,0
S0871,19,78,81,64,9.6,1
S0872,21,26,27,31,3.6,0
S0873,15,46,48,61,7.7,1
S0874,22,12,10,11,2.4,0
S0875,19,79,100,72,9.2,1
S0876,15,29,30,27,6.3,0
S0877,15,10,10,10,0.5,0
S0878,15,13,15,26,2.7,0
S0879,21,43,44,45,4.6,1
S0880,20,100,80,80,8.5,1
S0881,16,78,49,48,6.7,1
S0882,17,10,10,10,1.3,0
S0883,21,42,42,32,6.4,0
S0884,18,10,12,10,2.3,0
S0885,19,24,36,24,4.4,0
S0886,20,10,10,10,1.6,0
S0887,19,66,64,61,4.9,1
S0888,16,39,24,30,7.0,0
S0889,15,28,26,20,5.0,0
S0890,19,53,47,37,3.2,1
S0891,19,10,31,12,1.1,0
S0892,15,42,40,32,3.2,0
S0893,17,55,46,38,6.4,1
S0894,17,52,48,42,6.8,1
S0895,17,62,70,69,8.1,1
S0896,17,56,53,71,8.5,1
S0897,17,14,10,11,2.5,0
S0898,16,10,10,10,1.0,0
S0899,18,22,40,41,4.1,0
S0900,15,23,24,37,3.2,0
S0901,15,10,11,10,1.4,0
S0902,19,34,23,24,3.7,0
S0903,18,49,43,60,7.5,1
S0904,17,31,37,33,3.5,0
S0905,16,55,42,45,7.0,1
S0906,16,10,10,10,1.0,0
S0907,16,81,77,76,7.2,1
S0908,17,60,43,68,9.0,1
S0909,22,77,79,61,9.3,1
S0910,20,21,33,28,2.9,0
S0911,15,24,49,36,3.0,0
S0912,18,63,62,63,6.3,1
S0913,18,63,55,58,6.3,1
S0914,16,55,48,43,5.9,1
S0915,15,61,59,51,9.4,1
S0916,15,50,36,58,5.4,1
S0917,16,69,71,61,5.6,1
S0918,20,32,41,29,3.7,0
S0919,20,47,31,50,5.6,1
S0920,18,32,33,39,2.2,0
S0921,16,50,36,38,6.5,1
S0922,17,48,42,50,0.8,1
S0923,19,56,59,58,5.2,1
S0924,20,10,23,20,1.0,0
S0925,22,72,77,73,9.4,1
S0926,16,30,10,22,0.9,0
S0927,15,22,10,11,2.8,0
S0928,16,54,45,41,4.8,1
S0929,22,44,46,51,6.2,1
S0930,21,42,52,52,3.6,1
S0931,18,48,54,54,7.8,1
S0932,21,19,14,24,2.1,0
S0933,17,14,21,20,1.4,0
S0934,22,38,32,27,1.3,0
S0935,19,30,38,37,4.5,0
S0936,19,33,20,21,5.5,0
S0937,17,51,54,47,7.3,1
S0938,21,13,10,10,0.5,0
S0939,20,77,63,79,8.7,1
S0940,18,46,22,15,3.1,0
S0941,22,69,60,55,5.2,1
S0942,18,41,26,25,4.6,0
S0943,15,91,72,77,9.3,1
S0944,18,45,52,58,7.4,1
S0945,20,33,28,36,2.7,0
S0946,18,45,15,36,4.1,0
S0947,17,15,10,23,2.6,0
S0948,18,56,65,64,6.5,1
S0949,15,42,21,41,3.2,0
S0950,18,45,43,45,8.9,1
S0951,17,38,29,44,6.0,0
S0952,18,46,48,40,6.1,1
S0953,18,21,36,10,2.9,0
S0954,15,73,63,57,4.5,1
S0955,21,28,28,18,5.5,0
S0956,18,10,10,16,1.3,0
S0957,20,23,16,25,3.3,0
S0958,22,64,49,68,8.7,1
S0959,21,23,29,29,2.3,0
S0960,16,21,24,40,4.2,0
S0961,18,87,77,76,8.0,1
S0962,20,80,66,69,8.9,1
S0963,17,38,47,44,6.7,1
S0964,20,39,42,29,2.8,0
S0965,18,52,66,54,7.7,1
S0966,21,38,22,35,3.1,0
S0967,16,19,28,16,5.0,0
S0968,20,74,80,77,8.1,1
S0969,22,12,11,10,1.3,0
S0970,17,14,29,16,3.1,0
S0971,15,38,44,44,3.3,1
S0972,22,65,78,65,7.5,1
S0973,20,37,20,35,4.4,0
S0974,22,13,12,30,4.9,0
S0975,18,55,64,58,5.1,1
S0976,22,65,60,66,9.6,1
S0977,17,48,61,63,8.5,1
S0978,15,61,59,67,9.9,1
S0979,15,58,33,63,6.8,1
S0980,19,43,40,22,1.7,0
S0981,20,29,16,30,2.0,0
S0982,19,53,44,32,5.0,1
S0983,17,41,54,61,8.1,1
S0984,22,85,72,82,9.1,1
S0985,18,42,31,33,4.7,0
S0986,18,56,74,67,7.9,1
S0987,16,70,54,58,9.8,1
S0988,15,69,68,59,9.1,1
S0989,20,10,10,10,0.6,0
S0990,18,36,28,21,7.4,0
S0991,21,48,34,37,7.4,0
S0992,19,42,79,66,5.0,1
S0993,21,10,10,10,1.3,0
S0994,17,20,10,26,2.4,0
S0995,19,69,56,59,8.4,1
S0996,15,25,10,11,2.0,0
S0997,19,22,19,24,4.5,0
S0998,19,53,46,60,5.2,1
S0999,21,51,54,54,8.7,1
S1000,15,69,56,78,8.5,1
S1001,17,44,25,27,3.9,0
S1002,15,10,10,10,3.3,0
S1003,17,52,49,59,7.8,1
S1004,19,16,13,21,3.1,0
S1005,17,10,10,10,0.6,0
S1006,17,24,25,32,1.5,0
S1007,16,39,40,41,4.5,1
S1008,20,29,25,10,3.5,0
S1009,20,27,16,16,2.1,0
S1010,17,57,59,50,7.0,1
S1011,16,10,18,16,1.2,0
S1012,15,41,40,42,5.0,1
S1013,16,64,69,63,7.9,1
S1014,20,31,17,29,0.8,0
S1015,20,10,10,11,2.0,0
S1016,16,54,57,45,8.3,1
S1017,17,37,46,44,9.1,1
S1018,22,19,27,22,4.0,0
S1019,20,67,48,68,9.8,1
S1020,20,24,20,10,1.7,0
S1021,15,10,10,10,1.3,0
S1022,22,12,10,10,2.6,0
S1023,22,71,62,59,9.4,1
S1024,21,33,39,40,4.7,0
S1025,16,59,56,65,7.5,1
S1026,18,53,59,43,6.2,1
S1027,19,50,60,47,7.8,1
S1028,21,10,29,18,3.9,0
S1029,17,69,51,65,7.8,1
S1030,17,10,10,10,0.8,0
S1031,17,27,26,28,4.1,0
S1032,16,40,32,41,6.8,0
S1033,22,48,46,33,5.2,1
S1034,15,75,59,81,9.9,1
S1035,22,54,55,46,4.9,1
S1036,17,61,46,51,5.2,1
S1037,22,38,28,49,6.8,0
S1038,15,10,10,10,4.2,0
S1039,19,33,35,26,3.5,0
S1040,15,47,26,61,7.8,1
S1041,21,22,18,19,3.8,0
S1042,16,74,67,70,8.8,1
S1043,21,49,47,43,5.9,1
S1044,20,30,23,20,4.1,0
S1045,18,14,10,21,3.7,0
S1046,20,88,79,76,9.7,1
S1047,18,67,52,61,3.2,1
S1048,16,39,41,52,7.3,1
S1049,22,38,38,26,4.6,0
S1050,19,29,18,35,4.6,0
S1051,22,29,24,27,6.9,0
S1052,17,73,50,44,6.0,1
S1053,21,68,71,77,9.4,1
S1054,18,10,10,16,1.9,0
S1055,16,50,52,58,6.5,1
S1056,18,44,39,53,4.4,1
S1057,22,51,54,48,5.1,1
S1058,19,31,12,12,1.8,0
S1059,15,71,71,68,9.7,1
S1060,19,69,64,81,8.7,1
S1061,16,32,44,53,4.3,1
S1062,16,38,59,52,5.5,1
S1063,16,48,30,45,2.8,1
S1064,21,43,60,64,8.2,1
S1065,18,68,55,60,9.7,1
S1066,20,71,56,64,7.1,1
S1067,19,73,70,62,8.9,1
S1068,15,52,50,40,6.6,1
S1069,15,51,47,54,7.1,1
S1070,20,55,63,70,9.1,1
S1071,15,61,45,49,9.1,1
S1072,18,28,23,33,3.3,0
S1073,21,64,60,51,8.0,1
S1074,21,72,67,62,9.3,1
S1075,17,45,30,37,7.1,0
S1076,20,42,32,33,4.8,0
S1077,17,18,10,10,0.5,0
S1078,18,58,61,47,5.4,1
S1079,21,64,54,50,8.0,1
S1080,20,73,71,77,8.1,1
S1081,18,24,16,18,0.7,0
S1082,16,90,81,84,9.8,1
S1083,21,80,67,70,6.2,1
S1084,15,43,21,37,7.3,0
S1085,16,49,31,24,2.6,0
S1086,22,30,29,39,4.1,0
S1087,18,34,28,36,4.5,0
S1088,22,67,55,58,9.1,1
S1089,17,75,77,82,8.8,1
S1090,21,61,63,59,7.5,1
S1091,18,40,22,20,5.0,0
S1092,15,10,11,10,0.6,0
S1093,17,57,58,68,9.7,1
S1094,20,78,66,71,8.8,1
S1095,16,40,46,39,3.5,1
S1096,20,82,52,57,9.3,1
S1097,19,39,34,28,5.4,0
S1098,17,53,51,59,5.8,1
S1099,15,33,27,23,2.7,0
S1100,22,11,10,10,0.9,0
S1101,17,43,34,37,1.7,0
S1102,19,38,42,42,5.9,1
S1103,17,58,41,38,4.5,1
S1104,15,32,16,43,3.2,0
S1105,16,70,71,57,8.5,1
S1106,22,60,45,50,6.5,1
S1107,22,15,38,25,3.6,0
S1108,18,62,71,56,8.7,1
S1109,21,20,14,10,1.4,0
S1110,15,86,69,85,8.6,1
S1111,17,10,10,10,1.6,0
S1112,17,45,41,46,3.9,1
S1113,21,27,29,17,5.0,0
S1114,17,36,27,40,4.6,0
S1115,18,29,32,44,6.7,0
S1116,16,15,10,10,3.3,0
S1117,17,57,39,55,7.0,1
S1118,16,57,47,61,9.2,1
S1119,19,11,30,18,3.9,0
S1120,22,32,38,31,2.2,0
S1121,19,13,10,30,3.5,0
S1122,20,74,81,87,9.7,1
S1123,19,82,79,75,8.8,1
S1124,17,44,32,31,6.7,0
S1125,22,24,24,16,3.4,0
S1126,21,69,70,77,8.1,1
S1127,18,81,62,63,8.7,1
S1128,18,10,10,15,1.3,0
S1129,17,50,54,47,7.5,1
S1130,18,10,10,10,2.4,0
S1131,21,72,72,77,9.8,1
S1132,19,10,10,10,0.9,0
S1133,22,26,14,21,2.7,0
S1134,19,63,35,58,9.0,1
S1135,20,35,30,24,4.8,0
S1136,22,45,20,35,2.7,0
S1137,22,25,27,10,1.7,0
S1138,20,53,60,63,8.1,1
S1139,16,61,52,54,6.8,1
S1140,21,64,30,54,9.5,1
S1141,20,67,71,50,8.9,1
S1142,15,63,60,68,8.2,1
S1143,22,27,36,23,2.9,0
S1144,19,67,75,77,9.0,1
S1145,15,63,60,56,9.3,1
S1146,16,35,52,49,7.9,1
S1147,16,28,13,32,2.1,0
S1148,22,39,42,43,7.7,1
S1149,17,45,23,23,1.7,0
S1150,22,27,14,34,3.7,0
S1151,20,64,33,48,6.5,1
S1152,17,57,34,55,8.1,1
S1153,20,60,51,46,9.5,1
S1154,16,24,10,10,1.3,0
S1155,15,26,49,42,6.8,0
S1156,19,40,56,39,4.5,1
S1157,20,77,55,73,9.1,1
S1158,21,51,43,31,4.7,1
S1159,20,61,70,74,8.9,1
S1160,15,40,38,25,5.6,0
S1161,19,13,10,21,2.5,0
S1162,15,10,13,26,0.8,0
S1163,21,79,66,83,9.9,1
S1164,20,10,10,20,1.7,0
S1165,15,55,66,55,4.8,1
S1166,18,42,23,17,3.8,0
S1167,21,50,26,35,5.4,0
S1168,20,52,40,46,4.8,1
S1169,21,58,47,62,8.9,1
S1170,21,49,66,53,8.8,1
S1171,22,55,40,51,7.5,1
S1172,22,10,14,14,1.7,0
S1173,22,26,20,15,0.8,0
S1174,21,15,10,10,1.5,0
S1175,19,79,70,66,9.9,1
S1176,21,18,30,40,1.0,0
S1177,22,10,13,10,0.5,0
S1178,19,52,44,61,5.9,1
S1179,17,48,36,49,7.7,1
S1180,20,10,10,13,1.3,0
S1181,20,60,61,53,5.6,1
S1182,17,33,34,30,7.2,0
S1183,16,83,56,69,6.6,1
S1184,18,56,48,48,7.6,1
S1185,15,46,36,23,3.1,0
S1186,16,49,70,57,8.2,1
S1187,15,33,21,30,3.7,0
S1188,16,24,23,24,1.6,0
S1189,16,30,53,39,2.0,1
S1190,17,23,14,25,0.8,0
S1191,20,40,50,47,3.0,1
S1192,18,34,42,42,5.2,0
S1193,22,49,33,35,5.8,0
S1194,15,39,40,49,3.1,1
S1195,17,27,19,21,3.4,0
S1196,17,49,39,48,4.0,1
S1197,22,10,10,13,0.9,0
S1198,17,15,10,10,0.5,0
S1199,21,74,81,73,10.0,1
S1200,17,47,44,51,7.5,1
S1201,17,77,78,84,7.4,1
S1202,20,77,93,78,8.9,1
S1203,19,33,20,35,2.8,0
S1204,15,98,82,83,9.2,1
S1205,15,44,29,23,6.9,0
S1206,16,56,73,60,8.0,1
S1207,22,54,44,35,6.9,1
S1208,17,54,80,79,8.5,1
S1209,18,40,32,53,4.7,1
S1210,20,17,27,21,2.3,0
S1211,22,86,79,74,9.7,1
S1212,15,19,32,19,2.4,0
S1213,22,38,18,16,2.1,0
S1214,17,17,13,23,1.1,0
S1215,18,60,65,64,8.9,1
S1216,19,54,40,58,7.0,1
S1217,15,70,51,58,8.6,1
S1218,22,38,36,35,5.2,0
S1219,21,47,29,52,5.6,1
S1220,15,89,94,72,9.9,1
S1221,18,25,21,18,2.1,0
S1222,15,36,39,44,6.1,0
S1223,18,68,73,80,9.6,1
S1224,16,39,38,40,7.9,0
S1225,16,78,91,74,9.8,1
S1226,17,11,10,10,1.1,0
S1227,16,43,41,47,6.9,1
S1228,21,10,19,11,2.7,0
S1229,21,56,73,55,8.9,1
S1230,22,37,51,39,5.4,1
S1231,18,84,69,82,9.1,1
S1232,22,25,29,29,2.3,0
S1233,20,33,45,46,3.5,1
S1234,20,38,35,36,3.3,0
S1235,18,39,45,53,5.3,1
S1236,18,55,54,59,6.6,1
S1237,22,51,52,39,6.2,1
S1238,21,56,53,41,3.6,1
S1239,15,39,48,54,6.6,1
S1240,20,61,54,53,8.2,1
S1241,15,19,15,22,1.2,0
S1242,20,19,24,30,0.9,0
S1243,17,23,40,26,3.7,0
S1244,16,10,10,10,0.7,0
S1245,18,44,17,15,3.4,0
S1246,21,74,84,65,8.8,1
S1247,18,35,28,44,5.6,0
S1248,15,34,39,45,7.7,0
S1249,18,10,30,10,1.0,0
S1250,22,37,29,29,2.5,0
S1251,21,43,39,50,7.6,1
S1252,20,43,53,42,7.3,1
S1253,21,44,58,68,6.6,1
S1254,22,63,66,52,8.7,1
S1255,20,46,35,47,2.9,1
S1256,18,36,22,36,6.0,0
S1257,21,25,33,25,4.0,0
S1258,19,51,53,41,6.6,1
S1259,16,63,65,65,8.0,1
S1260,18,22,25,14,3.7,0
S1261,19,14,24,10,2.3,0
S1262,19,18,10,10,0.6,0
S1263,21,62,46,45,8.3,1
S1264,17,81,68,72,8.7,1
S1265,22,43,35,43,7.4,1
S1266,21,14,10,16,2.5,0
S1267,17,19,21,21,3.4,0
S1268,18,25,33,23,4.5,0
S1269,20,45,59,59,6.1,1
S1270,20,36,43,49,5.9,1
S1271,21,19,12,14,2.4,0
S1272,22,54,45,44,6.6,1
S1273,22,34,11,20,0.8,0
S1274,19,57,48,54,6.8,1
S1275,21,39,25,44,4.2,0
S1276,21,73,76,82,9.6,1
S1277,22,10,13,21,2.0,0
S1278,22,32,39,34,3.1,0
S1279,18,52,47,62,5.5,1
S1280,16,29,29,24,3.2,0
S1281,19,29,36,44,4.2,0
S1282,21,41,34,40,4.8,0
S1283,15,25,23,25,2.8,0
S1284,16,48,23,53,7.1,1
S1285,16,81,78,72,10.0,1
S1286,22,23,31,21,2.1,0
S1287,22,17,30,33,4.1,0
S1288,16,74,53,66,7.2,1
S1289,16,66,55,55,5.7,1
S1290,17,25,19,32,2.1,0
S1291,21,18,16,25,2.1,0
S1292,17,40,39,47,2.6,1
S1293,16,36,47,33,4.2,0
S1294,18,69,71,68,9.3,1
S1295,15,47,38,49,3.7,1
S1296,17,71,70,62,7.4,1
S1297,18,56,51,60,6.4,1
S1298,16,44,31,42,3.9,0
S1299,22,13,15,16,2.6,0
S1300,18,28,49,35,4.4,0
S1301,17,37,25,27,2.9,0
S1302,17,10,10,29,3.7,0
S1303,22,37,22,36,1.1,0
S1304,18,40,55,42,5.3,1
S1305,16,14,23,25,3.4,0
S1306,20,52,38,39,5.2,1
S1307,22,59,42,43,7.5,1
S1308,21,53,54,45,6.7,1
S1309,18,50,58,42,2.5,1
S1310,18,47,40,42,6.3,1
S1311,22,29,20,21,1.2,0
S1312,16,10,10,10,2.1,0
S1313,21,63,49,54,7.4,1
S1314,18,10,10,18,3.4,0
S1315,22,23,27,30,1.3,0
S1316,21,54,73,66,7.7,1
S1317,16,66,77,79,7.7,1
S1318,19,37,19,27,4.1,0
S1319,20,13,10,12,1.8,0
S1320,20,54,69,60,5.2,1
S1321,22,32,52,17,3.4,0
S1322,16,26,20,29,4.2,0
S1323,20,28,21,16,5.3,0
S1324,21,60,61,48,7.5,1
S1325,15,45,35,52,7.1,1
S1326,19,10,13,14,2.9,0
S1327,16,56,41,51,6.6,1
S1328,18,79,66,63,8.8,1
S1329,21,33,60,39,6.1,1
S1330,16,45,59,60,6.5,1
S1331,21,61,55,60,7.1,1
S1332,21,24,36,39,5.5,0
S1333,17,50,14,35,2.4,0
S1334,17,10,29,39,2.4,0
S1335,21,40,38,39,4.7,0
S1336,16,39,21,27,4.1,0
S1337,16,27,10,10,0.6,0
S1338,15,13,10,10,1.4,0
S1339,19,63,52,64,9.4,1
S1340,20,67,78,78,10.0,1
S1341,15,76,100,86,9.8,1
S1342,21,58,44,52,7.4,1
S1343,19,66,56,74,9.5,1
S1344,22,42,26,29,5.4,0
S1345,20,10,10,10,0.7,0
S1346,22,10,10,10,2.7,0
S1347,22,74,85,81,9.9,1
S1348,18,58,71,58,7.3,1
S1349,15,13,12,11,1.7,0
S1350,22,16,10,10,2.1,0
S1351,18,30,55,47,2.1,1
S1352,15,31,37,33,2.0,0
S1353,19,63,55,52,6.8,1
S1354,22,10,20,10,1.4,0
S1355,16,49,37,32,6.6,0
S1356,21,67,65,64,8.2,1
S1357,18,70,77,50,7.6,1
S1358,15,21,15,28,3.5,0
S1359,20,65,58,57,8.1,1
S1360,16,22,36,37,4.3,0
S1361,18,31,34,36,5.2,0
S1362,15,60,57,53,6.2,1
S1363,22,59,53,51,6.5,1
S1364,20,10,19,12,2.0,0
S1365,15,58,70,66,9.3,1
S1366,17,63,52,45,9.9,1
S1367,21,25,22,21,4.2,0
S1368,21,20,10,10,1.4,0
S1369,19,45,37,35,4.8,0
S1370,17,20,18,18,2.5,0
S1371,16,59,66,56,6.9,1
S1372,17,100,92,93,9.3,1
S1373,20,59,58,62,6.1,1
S1374,18,41,36,40,4.3,0
S1375,16,61,66,79,7.9,1
S1376,20,16,10,10,0.6,0
S1377,18,10,10,10,0.7,0
S1378,17,49,46,52,4.1,1
S1379,20,20,32,38,1.1,0
S1380,15,29,36,40,4.2,0
S1381,16,74,74,71,7.7,1
S1382,17,10,10,10,0.6,0
S1383,17,27,15,14,1.3,0
S1384,19,21,21,22,4.0,0
S1385,19,26,27,39,0.9,0
S1386,17,34,49,41,6.0,1
S1387,18,50,55,52,7.0,1
S1388,18,63,62,68,9.6,1
S1389,21,21,19,10,1.2,0
S1390,16,44,63,64,9.5,1
S1391,19,68,62,79,10.0,1
S1392,17,75,50,54,4.5,1
S1393,18,20,12,15,1.2,0
S1394,16,34,31,24,3.9,0
S1395,15,21,35,17,1.4,0
S1396,16,12,22,11,2.2,0
S1397,20,56,47,53,7.2,1
S1398,17,25,32,19,3.5,0
S1399,21,42,34,40,5.0,0
S1400,17,10,20,10,1.9,0
S1401,20,66,52,50,7.2,1
S1402,20,54,32,60,8.1,1
S1403,18,29,36,46,3.4,0
S1404,16,60,65,61,6.5,1
S1405,16,44,61,33,7.6,1
S1406,21,56,43,57,6.9,1
S1407,16,10,17,10,4.4,0
S1408,20,10,29,10,2.8,0
S1409,15,61,70,57,6.3,1
S1410,18,20,13,18,2.2,0
S1411,22,33,34,27,4.1,0
S1412,16,21,31,19,3.3,0
S1413,21,33,10,10,2.6,0
S1414,15,76,85,85,9.4,1
S1415,22,30,32,26,3.6,0
S1416,20,10,10,10,0.6,0
S1417,21,11,10,10,1.7,0
S1418,21,32,11,18,4.1,0
S1419,22,48,45,45,6.7,1
S1420,18,19,10,17,1.6,0
S1421,15,31,17,17,2.0,0
S1422,21,26,34,33,5.1,0
S1423,21,52,54,60,5.3,1
S1424,16,73,79,67,8.0,1
S1425,15,57,36,30,6.9,1
S1426,19,41,24,28,3.2,0
S1427,17,11,32,26,2.9,0
S1428,21,10,12,10,2.4,0
S1429,17,21,30,32,2.3,0
S1430,21,33,21,38,0.9,0
S1431,16,64,47,37,8.7,1
S1432,18,20,12,13,3.7,0
S1433,19,43,46,62,4.0,1
S1434,17,31,27,34,0.9,0
S1435,16,46,33,39,4.6,0
S1436,15,50,42,63,7.0,1
S1437,20,33,24,23,2.8,0
S1438,16,28,32,26,0.9,0
S1439,22,86,71,90,9.3,1
S1440,18,51,33,52,5.6,1
S1441,20,57,54,51,9.0,1
S1442,21,56,62,64,5.5,1
S1443,17,31,35,30,3.3,0
S1444,21,28,36,32,5.2,0
S1445,21,42,33,35,5.8,0
S1446,18,72,58,69,6.1,1
S1447,19,44,24,29,3.4,0
S1448,15,52,45,37,5.6,1
S1449,17,19,28,42,3.1,0
S1450,16,10,10,10,0.5,0
S1451,19,51,42,46,7.4,1
S1452,15,88,77,84,8.3,1
S1453,16,30,45,56,7.4,1
S1454,18,71,48,57,8.3,1
S1455,21,34,10,31,2.0,0
S1456,16,27,27,31,5.2,0
S1457,17,58,60,63,6.7,1
S1458,18,23,38,10,1.2,0
S1459,16,78,70,67,7.4,1
S1460,21,10,14,15,0.7,0
S1461,18,76,42,49,7.8,1
S1462,15,93,76,93,9.6,1
S1463,18,10,20,12,1.8,0
S1464,22,38,28,30,2.0,0
S1465,15,21,13,10,1.5,0
S1466,18,10,10,10,0.7,0
S1467,21,32,20,49,7.0,0
S1468,18,22,19,21,1.5,0
S1469,16,60,49,60,9.0,1
S1470,21,10,16,10,1.9,0
S1471,16,17,13,31,3.1,0
S1472,16,62,78,74,8.0,1
S1473,17,17,26,31,4.2,0
S1474,21,75,75,70,9.6,1
S1475,21,20,30,18,3.8,0
S1476,20,33,28,44,1.8,0
S1477,22,41,38,44,5.6,1
S1478,18,56,55,54,7.2,1
S1479,22,74,63,85,9.6,1
S1480,17,53,58,36,3.3,1
S1481,18,38,33,31,2.5,0
S1482,17,63,48,66,4.1,1
S1483,16,33,36,37,5.0,0
S1484,18,10,10,10,1.2,0
S1485,17,49,47,58,7.6,1
S1486,15,53,52,40,3.2,1
S1487,17,10,23,10,0.6,0
S1488,19,54,47,55,9.2,1
S1489,16,48,50,57,5.5,1
S1490,18,27,42,44,4.2,0
S1491,22,27,30,35,5.0,0
S1492,20,56,62,56,6.6,1
S1493,20,18,17,11,0.8,0
S1494,19,46,26,30,2.3,0
S1495,15,45,37,61,5.9,1
S1496,15,54,64,73,9.8,1
S1497,21,70,78,75,7.4,1
S1498,16,41,43,34,5.3,0
S1499,15,42,36,32,3.3,0
S1500,18,62,71,67,8.9,1
S1501,20,49,27,32,4.8,0
S1502,15,62,71,78,9.0,1
S1503,16,32,42,42,9.6,0
S1504,19,59,63,63,5.7,1
S1505,20,22,10,15,2.1,0
S1506,16,15,13,21,2.2,0
S1507,22,58,51,53,6.7,1
S1508,19,35,53,53,4.3,1
S1509,20,19,25,41,4.0,0
S1510,15,29,38,52,6.4,0
S1511,15,31,10,20,2.0,0
S1512,18,31,15,31,4.2,0
S1513,22,21,24,15,1.5,0
S1514,21,24,26,16,2.4,0
S1515,22,10,10,10,1.6,0
S1516,18,45,25,53,3.5,1
S1517,20,67,66,68,8.0,1
S1518,21,21,30,26,3.1,0
S1519,19,59,59,70,8.8,1
S1520,17,91,72,91,8.4,1
S1521,17,29,15,29,2.4,0
S1522,21,21,43,29,3.9,0
S1523,18,10,10,24,1.2,0
S1524,20,16,18,27,0.6,0
S1525,21,10,35,15,3.0,0
S1526,22,48,47,43,6.6,1
S1527,17,55,53,59,6.2,1
S1528,15,33,20,39,4.0,0
S1529,16,41,39,51,7.1,1
S1530,21,40,46,50,5.5,1
S1531,17,58,46,60,5.8,1
S1532,21,25,45,41,6.5,0
S1533,16,81,65,68,8.2,1
S1534,22,42,40,42,7.6,1
S1535,15,52,57,47,6.8,1
S1536,16,18,34,13,2.4,0
S1537,21,47,39,67,9.1,1
S1538,18,52,32,54,5.3,1
S1539,21,76,75,75,6.9,1
S1540,20,47,44,51,8.5,1
S1541,21,30,19,20,2.8,0
S1542,21,10,10,11,1.7,0
S1543,17,61,38,51,4.7,1
S1544,21,55,36,53,8.5,1
S1545,18,16,15,11,1.4,0
S1546,16,64,73,60,5.9,1
S1547,20,12,21,29,2.3,0
S1548,21,50,65,50,7.8,1
